         cfo  sto   snr  txp     ber  invalid
 1687.638240    3 37.56    0 0.00000        0
 1639.483153    4 37.54    0 0.00000        0
 1599.933749    3 37.57    0 0.00000        0
 1567.747787    3 37.63    0 0.00000        0
 1595.214871    3 37.62    0 0.00000        0
 1588.561365    3 37.63    0 0.00000        0
 1631.626420    3 37.54    0 0.00000        0
 1560.764274    3 37.38    0 0.00000        0
 1640.460724    3 37.61    0 0.00000        0
 1583.060929    4 37.62    0 0.00000        0
 1613.787175    3 37.62    0 0.00000        0
 1574.792131    3 37.55    0 0.00000        0
 1616.092720    3 37.38    0 0.00000        0
 1598.778783    4 37.57    0 0.00000        0
 1555.077905    2 37.62    0 0.00000        0
 1602.870612    4 37.62    0 0.00000        0
 1634.738425    3 37.62    0 0.00000        0
 1599.236145    2 37.55    0 0.00000        0
 1539.027553    4 37.38    0 0.00000        0
 1669.350052    5 37.61    0 0.00000        0
 1598.770838    3 37.62    0 0.00000        0
 1639.771539    4 37.62    0 0.00000        0
 1638.995079    3 37.55    0 0.00000        0
 1561.604411    3 37.37    0 0.00000        0
 1539.915122    3 37.56    0 0.00000        0
 1683.842742    3 37.61    0 0.00000        0
 1670.414305    4 37.62    0 0.00000        0
 1590.080490    4 37.54    0 0.00000        0
 1591.946341    4 37.54    0 0.00000        0
 1586.944057    4 37.56    0 0.00000        0
 1633.667294    1 37.61    0 0.00000        0
 1622.683971    4 37.62    0 0.00000        0
 1595.727372    4 37.62    0 0.00000        0
 1618.542931    3 37.53    0 0.00000        0
 1594.523789    3 37.38    0 0.00000        0
 1562.325850    3 37.56    0 0.00000        0
 1644.573304    3 37.61    0 0.00000        0
 1568.285309    4 37.61    0 0.00000        0
 1603.484973    3 37.54    0 0.00000        0
 1577.538199    3 37.54    0 0.00000        0
 1577.271513    3 37.56    0 0.00000        0
 1631.279337    4 37.61    0 0.00000        0
 1640.706065    4 37.60    0 0.00000        0
 1546.103914    3 37.61    0 0.00000        0
 1596.211889    3 37.54    0 0.00000        0
 1610.754144    4 37.38    0 0.00000        0
 1632.766682    3 37.56    0 0.00000        0
 1618.067546    3 37.61    0 0.00000        0
 1604.656896    4 37.61    0 0.00000        0
 1522.754746    5 37.54    0 0.00000        0
 1641.530668    3 37.53    0 0.00000        0
 1599.013096    2 37.56    0 0.00000        0
